lat,lon,LST,NDVI,NDBI,NDWI,UHI_index,heat_zone,pop_density,dist_water,elevation,imperv_fraction,heat_stress_index,land_use,gi_z_score,is_hotspot,is_coldspot,hotspot_score,cluster_id
28.75414282693106,77.18532034670265,48.05,0.2793,-0.0891,-0.1311,1.6626,Extreme,22798,10.089,194.4,0.5162,0.6349,Industrial,7.895,True,False,0.6329,85
28.5235769404755,76.8526318439172,40.45,0.4741,-0.1513,-0.2295,-0.1367,Moderate,4218,35.0,208.9,0.3774,0.3835,Transportation,-5.154,False,True,0.3669,-1
28.761117878928104,76.92169052075005,37.24,0.5863,-0.1168,-0.0266,-0.8993,Low,7323,32.405,196.0,0.2999,0.3158,Residential,-6.612,False,True,0.2854,-1
28.642005730107588,77.30033013584439,48.74,0.4252,0.1143,-0.0648,1.8272,Extreme,21475,11.727,192.1,0.4374,0.6804,Commercial,16.244,True,False,0.6269,54
28.760127674215152,77.34874700559325,35.66,0.5368,-0.1122,-0.1529,-1.2725,Low,6333,19.939,192.5,0.382,0.3147,Green Space,-1.494,False,False,0.2868,-1
28.623046226171518,77.08867114369232,38.59,0.4741,-0.0708,-0.0652,-0.5784,Low,8547,12.855,196.0,0.4898,0.4166,Green Space,3.838,True,False,0.3872,35
28.57659408330647,77.09263873724109,37.07,0.3796,-0.19,-0.2821,-0.9378,Low,18529,15.11,207.0,0.3777,0.3604,Green Space,1.576,False,False,0.3669,-1
28.505210823909742,77.2344333687411,44.74,0.5015,-0.1179,0.0109,0.8787,High,31806,18.109,198.5,0.4048,0.5297,Industrial,5.084,True,False,0.52,5
28.500022083888805,76.8584566845865,34.15,0.4816,-0.1683,-0.2557,-1.6317,Very Low,2063,35.0,207.2,0.4197,0.2757,Green Space,-5.442,False,True,0.2608,-1
28.76071558907427,77.0577809557695,47.54,0.3619,-0.0444,-0.0597,1.5411,Extreme,29719,18.816,199.4,0.3589,0.6124,Industrial,5.569,True,False,0.599,92
28.4570769670563,76.89091221972564,31.44,0.5034,-0.2126,-0.1303,-2.2735,Very Low,1462,35.0,202.6,0.3467,0.194,Water Body,-5.243,False,True,0.1853,-1
28.441271528053253,77.0444724551548,37.7,0.5095,-0.2078,-0.1556,-0.7895,Low,3549,29.964,202.3,0.3225,0.2977,Commercial,-6.977,False,True,0.2887,-1
28.48461985521062,77.34174913897571,41.64,0.5418,-0.0985,-0.0691,0.1434,Moderate,11223,25.585,197.7,0.4115,0.4348,Residential,2.249,True,False,0.4067,4
28.48416632549788,77.2243529732097,42.5,0.3955,-0.0136,-0.085,0.3471,Moderate,12948,20.191,205.1,0.3343,0.4928,Residential,0.976,False,False,0.4615,-1
28.79509165894731,77.34237339659946,33.31,0.4271,-0.075,-0.1666,-1.8292,Very Low,6262,21.728,199.7,0.3284,0.2966,Water Body,-3.068,False,True,0.2706,-1
28.59128317926762,77.220484799092,43.87,0.3842,-0.0504,-0.1439,0.6735,High,19767,8.482,206.8,0.3149,0.5146,Commercial,5.34,True,False,0.4948,27
28.87538645953303,77.15013613662136,37.22,0.5679,-0.0825,-0.1667,-0.9027,Low,24201,24.034,198.4,0.3467,0.3791,Green Space,1.694,False,False,0.353,-1
28.465861403739492,77.2246526247929,37.29,0.3892,-0.1451,-0.1859,-0.8863,Low,8229,22.207,197.4,0.4452,0.3707,Green Space,-0.059,False,False,0.3622,-1
28.713699116332947,77.1761367532152,42.69,0.5198,-0.0749,-0.0182,0.3939,Moderate,20171,5.983,193.4,0.3996,0.4823,Residential,5.198,True,False,0.4563,74
28.6153901634566,77.07667367524998,43.47,0.3467,-0.145,-0.0687,0.5768,High,20041,14.405,206.4,0.4653,0.5101,Residential,3.941,True,False,0.5118,34
28.588600724814594,76.98919863034266,43.97,0.4609,-0.1219,-0.1358,0.6956,High,4934,24.537,209.0,0.4538,0.4724,Transportation,-1.323,False,False,0.4519,-1
28.820040415545957,77.10529081026051,44.9,0.4382,-0.0058,-0.1579,0.9163,High,19876,20.09,198.5,0.3766,0.5528,Commercial,9.228,True,False,0.5203,110
28.86828590999763,76.97183167168973,41.44,0.5511,-0.1294,-0.2386,0.0968,Moderate,6801,33.747,199.4,0.3725,0.4002,Commercial,-5.55,False,True,0.3747,-1
28.818972300211605,77.0882049366855,50.07,0.4548,-0.0404,-0.1464,2.1412,Extreme,61572,21.018,193.9,0.4129,0.7228,Industrial,8.675,True,False,0.7188,110
28.492304325936864,76.91452905701975,38.82,0.4851,-0.1573,-0.3325,-0.5243,Low,25685,35.0,213.3,0.3571,0.396,Residential,-5.529,False,True,0.3918,-1
28.505983002180287,77.12835150047472,38.08,0.4513,-0.1938,-0.245,-0.6983,Low,7212,19.124,199.9,0.3506,0.333,Residential,-5.56,False,True,0.3281,-1
28.714915461965628,76.96509468231417,40.9,0.566,-0.2621,-0.1241,-0.0303,Moderate,21383,26.355,193.6,0.372,0.3709,Residential,-3.707,False,True,0.3774,-1
28.538760119186332,76.9897401330102,40.29,0.4156,-0.2228,-0.0992,-0.1748,Moderate,3854,26.88,207.3,0.2956,0.3452,Residential,-0.561,False,False,0.3469,-1
28.752668062774678,77.09450435230902,37.12,0.2582,-0.0662,-0.165,-0.9271,Low,22499,15.043,194.9,0.3642,0.4341,Water Body,9.706,True,False,0.4293,82
28.671881912388628,76.922888389041,32.32,0.3492,-0.2275,-0.1614,-2.0639,Very Low,2991,30.439,196.6,0.4592,0.2551,Water Body,-6.204,False,True,0.2627,-1
28.664436208875394,77.3308137406543,41.63,0.2647,-0.0578,-0.1291,0.1428,Moderate,14533,14.853,199.4,0.5134,0.5243,Green Space,11.281,True,False,0.5129,55
28.797702523922617,77.06794160085036,44.69,0.4447,-0.1504,-0.1139,0.8677,High,16749,20.627,189.2,0.4379,0.4992,Residential,6.162,True,False,0.4919,102
28.741055730436486,77.01966240710965,42.1,0.6113,-0.188,-0.1941,0.252,Moderate,11082,21.462,200.4,0.4199,0.3984,Commercial,1.695,False,False,0.3816,-1
28.412757327198698,76.85489026859722,38.76,0.3373,-0.178,-0.2685,-0.5378,Low,7919,35.0,207.5,0.4099,0.3828,Residential,-3.124,False,True,0.3847,-1
28.423740385830087,77.27005972518724,42.03,0.3828,-0.0747,-0.1442,0.2365,Moderate,14443,27.875,209.2,0.457,0.493,Residential,1.177,False,False,0.4752,-1
28.688748057178888,77.15917529680625,43.41,0.4258,-0.0415,0.1578,0.5645,High,19119,5.017,199.6,0.4187,0.5239,Residential,4.555,True,False,0.4987,61
28.63337219629869,77.05236662896907,42.89,0.5541,-0.1762,-0.2506,0.44,Moderate,7467,16.41,205.1,0.376,0.408,Commercial,5.15,True,False,0.3916,33
28.524888634564636,76.96522172766262,41.27,0.3923,-0.1208,-0.1908,0.0569,Moderate,3105,30.006,200.5,0.4247,0.4294,Residential,-2.024,False,True,0.4132,-1
28.600954921911104,77.22002008352445,45.12,0.4583,-0.1784,-0.1214,0.9693,High,42231,7.45,192.3,0.4206,0.5466,Commercial,6.552,True,False,0.5577,27
28.763796952991772,77.32219203362824,37.31,0.4164,-0.1179,0.0463,-0.8809,Low,16797,17.771,192.0,0.4616,0.3995,Green Space,0.024,False,False,0.3884,-1
28.796773512635806,77.03421294988253,43.83,0.6423,-0.1003,-0.2638,0.6623,High,33983,23.318,199.4,0.3769,0.4973,Industrial,1.777,False,False,0.474,-1
28.66938707258722,76.90878679487341,38.55,0.4929,-0.1849,-0.1941,-0.5875,Low,35874,31.997,202.3,0.3756,0.4065,Residential,-6.635,False,True,0.4124,-1
28.584977350811407,76.8956893211091,40.51,0.4953,-0.0935,-0.2126,-0.1234,Moderate,2913,34.577,209.0,0.404,0.4056,Transportation,-6.635,False,True,0.3757,-1
28.52993444551765,76.84324460589029,40.0,0.4894,-0.136,-0.2929,-0.2443,Moderate,12277,35.0,208.7,0.2806,0.377,Commercial,-4.505,False,True,0.3608,-1
28.65052086596924,77.21941727479357,42.01,0.4089,-0.1126,-0.0378,0.2308,Moderate,16854,2.903,193.7,0.4087,0.4692,Residential,5.221,True,False,0.4578,51
28.551079816910903,77.34051164680984,42.53,0.5171,-0.1552,-0.1236,0.3552,Moderate,26146,20.27,200.4,0.4362,0.4704,Commercial,4.064,True,False,0.4634,22
28.670765665782667,77.34633705390432,49.83,0.3006,-0.0862,-0.1043,2.084,Extreme,23290,16.593,196.1,0.4436,0.6477,Industrial,7.109,True,False,0.6437,67
28.724793143604625,77.23994059971488,39.06,0.2711,-0.1732,-0.1526,-0.4674,Moderate,14666,8.262,200.8,0.4144,0.4164,Green Space,5.915,True,False,0.4265,76
28.43171802124131,76.92271372693098,35.5,0.447,-0.2213,-0.0531,-1.3115,Low,7825,35.0,204.1,0.429,0.2983,Green Space,-3.951,False,True,0.2995,-1
28.400512383210916,77.33863182251568,41.41,0.5028,-0.0807,-0.3823,0.0897,Moderate,4196,33.205,199.7,0.4601,0.4387,Residential,-0.201,False,False,0.4064,-1
28.501893026643554,77.007184855931,35.27,0.4198,-0.0704,-0.2923,-1.3642,Low,4299,27.707,206.4,0.2125,0.3032,Green Space,-4.011,False,True,0.2758,-1
28.829365518905014,77.0101460008412,41.7,0.4745,-0.2143,-0.2532,0.1575,Moderate,11005,27.697,202.2,0.4235,0.4047,Commercial,-1.381,False,False,0.4041,-1
28.710219566349707,77.19054184597515,45.31,0.329,-0.0932,-0.0251,1.0143,High,27241,5.18,196.0,0.33,0.5509,Commercial,2.741,True,False,0.548,74
28.48254096892977,76.86501508540798,44.08,0.5309,-0.2354,-0.2205,0.7214,High,2457,35.0,209.8,0.3735,0.3972,Industrial,-5.079,False,True,0.3912,-1
28.827326701675336,77.26114256225286,39.99,0.5098,-0.2119,-0.1919,-0.2477,Moderate,6173,19.477,193.0,0.3034,0.3357,Residential,-2.917,False,True,0.329,-1
28.625578851337924,77.34862161100874,47.12,0.3728,-0.0298,-0.1263,1.4424,High,12247,17.362,196.4,0.4695,0.5935,Residential,8.015,True,False,0.5667,43
28.628524043205754,77.23528558682585,38.39,0.4317,-0.1323,0.0867,-0.6259,Low,19670,5.794,202.8,0.4317,0.4094,Green Space,9.356,True,False,0.4014,40
28.849060133044475,77.23865501051574,37.82,0.3947,-0.2982,-0.1034,-0.7598,Low,12758,21.056,193.1,0.3507,0.3106,Residential,-3.696,False,True,0.3333,-1
28.428553612248002,77.03905997198893,40.84,0.3781,-0.074,-0.1745,-0.0444,Moderate,18947,31.47,204.4,0.4185,0.4765,Commercial,-6.291,False,True,0.4613,-1
28.503285571821785,76.87361990839798,32.86,0.4832,-0.1949,-0.1872,-1.9353,Very Low,8836,35.0,204.7,0.267,0.2273,Green Space,-5.995,False,True,0.2209,-1
28.681170236074266,77.24426039145955,48.09,0.4078,-0.1053,0.0614,1.6723,Extreme,28688,5.581,195.5,0.5456,0.6277,Transportation,6.882,True,False,0.6215,64
28.49383352459936,77.14455062432144,41.24,0.5004,-0.1471,-0.0046,0.0493,Moderate,15113,19.765,200.1,0.3578,0.4139,Transportation,-5.112,False,True,0.4006,-1
28.7261729644203,77.30376273145225,40.68,0.3647,-0.0715,-0.0998,-0.0823,Moderate,25299,13.714,193.8,0.4568,0.4992,Green Space,5.818,True,False,0.4882,89
28.502764298881626,76.89914107908508,41.56,0.5154,-0.1338,-0.224,0.1252,Moderate,15578,35.0,206.6,0.4436,0.4408,Commercial,-6.495,False,True,0.424,-1
28.44759534588743,76.995612762178,37.72,0.5931,-0.2131,-0.1564,-0.784,Low,77779,32.813,207.4,0.3629,0.4564,Residential,-4.685,False,True,0.4829,-1
28.4993528766276,77.02393463839893,37.32,0.4927,-0.1836,-0.1265,-0.88,Low,12938,26.515,200.6,0.242,0.3074,Residential,-4.387,False,True,0.3005,-1
28.60291233645059,77.18847265135778,42.6,0.4518,-0.0645,-0.123,0.3722,Moderate,17597,6.846,197.8,0.4093,0.4921,Residential,0.498,False,False,0.4684,-1
28.484546383603078,77.24175003318261,40.67,0.4407,-0.2197,-0.0972,-0.0852,Moderate,13734,20.529,200.2,0.3445,0.3808,Residential,2.058,True,False,0.3854,1
28.464652171963206,77.33012040837805,45.02,0.4093,-0.1397,-0.155,0.946,High,13065,26.608,197.8,0.4099,0.5004,Commercial,1.109,False,False,0.4919,-1
28.81293530538509,76.99065765074532,42.15,0.4674,-0.1015,-0.0743,0.2645,Moderate,23806,28.247,194.9,0.3718,0.474,Commercial,-4.069,False,True,0.4595,-1
28.553790657726708,77.09175456836776,42.1,0.5689,-0.1707,-0.2568,0.2542,Moderate,4868,16.915,205.8,0.4067,0.3954,Transportation,-0.632,False,False,0.3752,-1
28.57316416952876,76.85477007434146,42.54,0.5405,-0.1778,-0.3367,0.3583,Moderate,19895,35.0,210.7,0.2923,0.4141,Industrial,-5.163,False,True,0.4059,-1
28.426529796560587,76.96902381783553,40.58,0.5272,-0.1906,-0.2152,-0.1069,Moderate,3351,35.0,206.0,0.3485,0.3539,Transportation,-3.903,False,True,0.3401,-1
28.571537419280986,77.03074178914102,38.21,0.3905,-0.1291,-0.1736,-0.6686,Low,6198,21.117,199.8,0.406,0.379,Green Space,3.37,True,False,0.3662,16
28.527107445114357,77.14284116532798,41.8,0.3973,-0.1804,-0.3295,0.1811,Moderate,13773,16.341,201.8,0.3886,0.4308,Commercial,-5.633,False,True,0.4315,-1
28.693032832324057,77.08013120173558,46.64,0.405,-0.121,-0.2101,1.328,High,17881,13.367,199.2,0.4831,0.5609,Residential,7.916,True,False,0.5521,58
28.498587342882754,77.02588228048627,40.93,0.5584,-0.1418,-0.0632,-0.0231,Moderate,9234,26.418,207.3,0.398,0.3967,Commercial,-4.619,False,True,0.3743,-1
28.826415417470162,77.15827976292996,44.38,0.5472,-0.0536,-0.1243,0.7924,High,13423,18.533,192.8,0.4294,0.5048,Commercial,5.52,True,False,0.469,112
28.846239978041385,77.26259399532967,35.83,0.2815,-0.1544,-0.1636,-1.2318,Low,17065,21.499,190.2,0.4081,0.3726,Green Space,-4.75,False,True,0.3796,-1
28.44791890744486,76.96325737782225,38.13,0.6791,-0.1597,-0.2748,-0.6878,Low,6421,35.0,216.6,0.3158,0.3004,Commercial,-4.751,False,True,0.27,-1
28.451553419018516,77.01486669842281,40.07,0.5053,-0.1999,-0.067,-0.2276,Moderate,5502,31.061,200.7,0.2975,0.3397,Transportation,-5.799,False,True,0.3306,-1
28.45535669029327,77.19951106134037,41.16,0.5125,-0.1697,-0.2148,0.0305,Moderate,11683,23.161,206.7,0.37,0.3969,Residential,-1.408,False,False,0.385,-1
28.697393243028948,77.23674970536685,43.06,0.3024,-0.0864,-0.0349,0.4808,Moderate,21842,5.763,202.4,0.391,0.5214,Residential,5.908,True,False,0.5165,76
28.45854510282062,77.26095240458467,37.98,0.4086,-0.0868,-0.141,-0.7222,Low,15678,23.885,201.0,0.4539,0.4196,Green Space,1.717,False,False,0.4025,-1
28.80914351260653,76.94675892163748,39.44,0.5419,-0.1892,-0.1642,-0.3779,Moderate,7214,32.111,199.8,0.3762,0.3476,Transportation,-7.432,False,True,0.3345,-1
28.762050327170186,77.11502615023466,46.51,0.2972,-0.0167,-0.0253,1.2976,High,21392,14.186,189.9,0.4795,0.6233,Residential,11.759,True,False,0.6052,94
28.79350825195425,77.29900566024789,41.42,0.2434,-0.2061,-0.1201,0.0909,Moderate,6348,18.299,193.2,0.398,0.4253,Residential,-0.801,False,False,0.4394,-1
28.652509052905287,77.03989473209666,42.92,0.469,-0.152,-0.1398,0.4475,Moderate,28320,17.485,205.2,0.3205,0.4665,Commercial,3.532,True,False,0.4641,45
28.878405061529193,77.059240376013,39.17,0.4063,-0.0382,-0.1869,-0.4404,Moderate,19835,28.288,195.1,0.4236,0.461,Green Space,3.802,True,False,0.4372,122
28.421204049413195,77.34225970138934,41.65,0.589,-0.1347,-0.1407,0.1458,Moderate,32068,31.405,201.9,0.2201,0.4198,Industrial,0.24,False,False,0.4063,-1
28.592607182809335,76.89765684947658,39.25,0.4626,-0.1241,-0.1987,-0.4228,Moderate,4343,34.159,211.1,0.3889,0.3785,Residential,-6.731,False,True,0.3579,-1
28.555489601090063,77.19985701462544,44.16,0.4494,-0.0913,-0.1298,0.7409,High,30238,12.049,203.8,0.4782,0.5506,Industrial,-1.109,False,False,0.5393,-1
28.855349839382068,77.27359390479086,38.13,0.5371,-0.2083,-0.2079,-0.6864,Low,18997,22.878,194.8,0.3084,0.3317,Residential,-5.735,False,True,0.3291,-1
28.67689326007884,76.91690469348335,39.26,0.546,-0.2636,-0.2245,-0.4199,Moderate,15539,31.124,198.5,0.363,0.3315,Residential,-6.596,False,True,0.3368,-1
28.786971663413468,77.20437115036368,46.64,0.3736,-0.122,-0.2395,1.3286,High,14618,13.674,184.9,0.4413,0.5497,Industrial,4.003,True,False,0.5417,106
28.48176377295609,77.07956649322533,37.72,0.5597,-0.1594,-0.2022,-0.7837,Low,3012,24.064,205.7,0.2739,0.2969,Residential,-8.4,False,True,0.2743,-1
28.86974438907221,77.27497435118407,40.55,0.4398,-0.1292,-0.2083,-0.1139,Moderate,7103,24.423,191.6,0.343,0.3983,Commercial,-5.336,False,True,0.382,-1
28.63934698250063,77.3028006815863,45.11,0.3337,-0.0252,0.0177,0.9666,High,20815,12.058,199.9,0.5691,0.6085,Green Space,16.09,True,False,0.5887,54
28.63696259660991,77.28496730060883,49.79,0.3967,-0.0706,-0.0406,2.0749,Extreme,23173,10.215,197.7,0.5318,0.6555,Transportation,15.708,True,False,0.6406,53
28.866024669701954,76.8728364201653,29.72,0.5723,-0.2663,-0.192,-2.6811,Very Low,2288,35.0,197.9,0.3006,0.126,Water Body,-9.641,False,True,0.1224,-1
28.58275153338423,77.22599619117564,43.44,0.4416,-0.1329,-0.1602,0.5703,High,18636,9.576,199.6,0.4146,0.485,Residential,4.591,True,False,0.4757,27
28.590812011786394,77.30997906324276,46.76,0.3004,-0.1541,-0.1074,1.3579,High,15234,14.942,193.6,0.451,0.5549,Residential,11.297,True,False,0.5593,30
28.680681297346368,77.15688770474218,46.5,0.2941,-0.139,0.1636,1.2949,High,17800,4.822,190.7,0.4504,0.5629,Industrial,4.259,True,False,0.5664,61
28.461465253062936,77.14644679084402,35.03,0.4504,-0.1549,-0.1056,-1.4218,Low,8693,23.171,200.1,0.4458,0.3208,Green Space,-4.745,False,True,0.3094,-1
28.55412110067769,76.86295274757303,38.76,0.5481,-0.1833,-0.3347,-0.5387,Low,2340,35.0,201.2,0.2534,0.301,Residential,-5.311,False,True,0.2836,-1
28.49273999477366,77.27657684132502,45.23,0.4405,-0.1085,-0.0979,0.9942,High,17210,20.962,200.8,0.3452,0.5062,Transportation,6.49,True,False,0.4917,7
28.449576069971382,76.86366581602287,38.77,0.5164,-0.2396,-0.0863,-0.5354,Low,5977,35.0,201.7,0.2622,0.295,Commercial,-4.875,False,True,0.2928,-1
28.81574941103889,76.99988989925619,36.34,0.4461,-0.1681,0.0189,-1.1115,Low,22206,27.612,195.1,0.3703,0.3524,Green Space,-3.12,False,True,0.3514,-1
28.68287895974119,77.31219016329648,47.5,0.4076,-0.0925,-0.1753,1.5328,Extreme,33819,12.957,203.4,0.4622,0.6168,Commercial,11.694,True,False,0.6111,66
28.572162939933396,77.32437002279205,37.54,0.3419,-0.0545,-0.1577,-0.8267,Low,20314,17.43,198.0,0.4445,0.4438,Water Body,7.831,True,False,0.4287,21
28.59616130113602,77.34586927564271,41.51,0.434,-0.0539,-0.1311,0.1125,Moderate,15009,18.159,197.5,0.4864,0.4913,Green Space,6.153,True,False,0.4657,31
28.60712912176993,77.08296516566257,47.56,0.4704,0.0812,-0.2281,1.5474,Extreme,12841,14.145,201.1,0.4329,0.6207,Industrial,4.609,True,False,0.5651,34
28.70391160742946,76.93048906865431,41.55,0.4385,-0.1755,-0.2563,0.1218,Moderate,37523,29.913,201.7,0.4241,0.4821,Commercial,-6.133,False,True,0.4918,-1
28.844849307914714,77.08885168828283,46.78,0.4194,-0.0414,-0.1415,1.3627,High,30627,23.39,192.9,0.4284,0.6083,Transportation,8.359,True,False,0.59,110
28.847734217435352,76.89217959179236,38.03,0.3824,-0.2225,-0.3188,-0.7105,Low,7966,35.0,197.2,0.3534,0.3347,Transportation,-9.726,False,True,0.3414,-1
28.587916150174717,77.28499341557468,40.13,0.3904,-0.0702,-0.2712,-0.2127,Moderate,33889,12.912,196.3,0.5747,0.5303,Water Body,12.405,True,False,0.5217,29
28.558045980606927,77.12587398896592,35.76,0.4447,-0.0598,-0.086,-1.2481,Low,10289,14.165,195.6,0.3136,0.3458,Green Space,-4.755,False,True,0.3177,-1
28.61650232008892,77.04629800857505,46.37,0.4888,-0.0252,-0.1256,1.2648,High,6456,17.539,206.0,0.3659,0.5292,Commercial,5.706,True,False,0.4888,33
28.672608430605674,76.88056065826521,39.69,0.4737,-0.2835,-0.0673,-0.3189,Moderate,8924,35.0,198.9,0.3417,0.3236,Commercial,-7.505,False,True,0.335,-1
28.621672597495877,77.04667274517648,45.86,0.4487,-0.1206,-0.1282,1.1429,High,10748,17.335,207.6,0.5005,0.5288,Residential,5.088,True,False,0.5123,33
28.716201636712015,77.28175772027895,48.28,0.3745,-0.0891,-0.1375,1.7166,Extreme,21069,11.049,192.2,0.4536,0.6061,Industrial,7.557,True,False,0.5954,77
28.666111531222285,77.19873702556337,40.01,0.3039,-0.1863,0.403,-0.243,Moderate,22666,0.303,192.4,0.2705,0.4093,Residential,2.128,True,False,0.4238,62
28.553943462413155,76.8820523139306,36.75,0.4905,-0.293,-0.2179,-1.0154,Low,1006,35.0,213.1,0.2315,0.2279,Residential,-5.927,False,True,0.2353,-1
28.565950786766063,76.92155267186035,37.29,0.513,-0.1949,-0.2097,-0.8858,Low,3342,32.454,198.5,0.2944,0.289,Residential,-5.604,False,True,0.2771,-1
28.58172453802867,77.04007733026083,47.52,0.4223,-0.197,-0.1798,1.5372,Extreme,4789,19.667,193.2,0.4571,0.5091,Industrial,5.144,True,False,0.5059,24
28.445427088759704,76.89170129216983,38.75,0.4919,-0.171,-0.1394,-0.5404,Low,2231,35.0,202.1,0.3276,0.3301,Residential,-4.533,False,True,0.3148,-1
28.479710063558706,77.31636100791657,38.26,0.3861,-0.0656,-0.1839,-0.6559,Low,12745,24.372,200.1,0.4343,0.4253,Green Space,3.231,True,False,0.4044,3
28.747094625029785,77.17266894276175,39.55,0.3626,-0.0131,-0.2563,-0.3499,Moderate,15600,9.611,190.8,0.4833,0.487,Water Body,11.267,True,False,0.4597,84
28.586766421530598,76.88835973066502,41.31,0.3876,-0.169,-0.2038,0.066,Moderate,31575,35.0,202.2,0.4045,0.4717,Commercial,-6.715,False,True,0.4809,-1
28.502978706828866,77.24190930581403,46.95,0.2794,-0.0197,-0.1752,1.4024,High,22156,18.556,193.1,0.3759,0.6123,Industrial,6.487,True,False,0.5967,6
28.67008275707593,77.0278870235717,43.23,0.4275,-0.104,-0.1624,0.5217,High,8416,18.784,204.6,0.4102,0.4712,Transportation,2.504,True,False,0.4518,57
28.762658980387243,76.96488402872214,38.63,0.4296,-0.1334,-0.2195,-0.5685,Low,4642,27.996,200.6,0.4061,0.3745,Residential,-4.164,False,True,0.3584,-1
28.523562733925775,77.13069232038924,41.98,0.5334,-0.1909,-0.1242,0.2238,Moderate,6864,17.239,197.3,0.339,0.3817,Commercial,-5.781,False,True,0.3694,-1
28.796859143323395,76.84681978789148,30.26,0.3729,-0.1501,-0.3249,-2.5522,Very Low,4104,35.0,190.5,0.2525,0.2058,Green Space,-7.373,False,True,0.1973,-1
28.845202332620023,77.07735280665317,40.16,0.4173,-0.0756,-0.1404,-0.2069,Moderate,23535,24.103,191.5,0.4627,0.4776,Green Space,8.096,True,False,0.4622,116
28.686749373955443,77.27034054647854,42.13,0.5198,0.0428,0.0547,0.2604,Moderate,90000,8.523,198.8,0.4468,0.6833,Green Space,10.379,True,False,0.674,65
28.721094876315956,77.31330937395263,44.74,0.3896,-0.0074,-0.215,0.8789,High,13704,14.382,199.0,0.3989,0.5484,Residential,5.73,True,False,0.5168,78
28.425236475355064,77.01470289925238,33.59,0.4822,-0.1664,-0.1745,-1.7639,Very Low,5661,33.344,205.6,0.3249,0.2553,Green Space,-5.416,False,True,0.2419,-1
28.853849547690515,77.16764265996417,42.09,0.4667,-0.1022,-0.1981,0.2511,Moderate,14895,21.324,191.6,0.3927,0.4574,Residential,1.863,False,False,0.4381,-1
28.58839267244717,76.95567995356811,41.31,0.5018,-0.1709,-0.1998,0.0658,Moderate,4938,28.07,201.1,0.3964,0.3912,Commercial,-3.396,False,True,0.3766,-1
28.843472192261807,77.1257086662022,46.03,0.357,-0.1065,-0.2686,1.1851,High,17877,21.436,195.7,0.4343,0.5541,Residential,7.784,True,False,0.5463,111
28.677909211880117,76.96955414033813,40.06,0.3926,-0.1243,0.0009,-0.2299,Moderate,7678,25.294,204.5,0.3685,0.4064,Residential,-2.948,False,True,0.3934,-1
28.402217023444795,77.1313918194,42.75,0.4934,-0.108,-0.1447,0.4081,Moderate,7297,29.957,204.8,0.4441,0.4556,Commercial,-5.135,False,True,0.431,-1
28.418500159675247,76.92757827981956,40.95,0.3376,-0.2558,-0.2403,-0.0195,Moderate,10886,35.0,206.6,0.409,0.3957,Commercial,-3.894,False,True,0.414,-1
28.72660102672156,77.32002860394797,46.67,0.481,-0.1118,-0.2348,1.3365,High,19635,15.322,197.6,0.4181,0.5429,Industrial,5.4,True,False,0.5269,89
28.670080646639327,77.29232791296772,49.43,0.327,0.0246,-0.1286,1.9893,Extreme,42629,10.603,202.3,0.5262,0.7394,Transportation,13.904,True,False,0.723,65
28.412735569858913,77.0118283072189,42.92,0.4718,-0.0867,-0.3749,0.447,Moderate,910,34.646,205.8,0.3148,0.4286,Industrial,-4.636,False,True,0.3982,-1
28.756860781386745,77.23609807335171,42.23,0.3982,-0.0824,-0.045,0.2849,Moderate,14321,11.184,195.3,0.4192,0.4828,Residential,4.266,True,False,0.465,98
28.809029761793205,76.88870710667342,37.59,0.5955,-0.28,-0.2261,-0.8147,Low,78606,35.0,195.9,0.3915,0.4363,Residential,-9.521,False,True,0.4758,-1
28.638280391570866,77.21758406343976,39.09,0.4283,-0.1506,0.0744,-0.4606,Moderate,30161,3.657,198.5,0.4981,0.4518,Green Space,5.789,True,False,0.4535,51
28.62356357137148,76.98405415610247,42.39,0.4234,-0.1548,-0.1386,0.3217,Moderate,3382,24.059,198.4,0.39,0.4231,Transportation,-0.06,False,False,0.411,-1
28.40262709224062,76.90917730202469,41.09,0.4448,-0.0876,-0.0931,0.0142,Moderate,5522,35.0,214.4,0.3742,0.4253,Commercial,-3.2,False,True,0.3998,-1
28.777591861996928,77.18587752113083,40.14,0.3869,-0.1092,-0.1068,-0.2123,Moderate,12622,12.669,198.7,0.4253,0.4373,Green Space,7.986,True,False,0.4247,96
28.55874371203813,77.07960147708789,43.68,0.6034,-0.0648,-0.1034,0.6282,High,6401,17.502,209.2,0.3635,0.4504,Commercial,2.258,True,False,0.4081,17
28.82180653749562,77.11037119688253,48.31,0.2833,-0.0833,-0.0827,1.7243,Extreme,61416,19.982,193.0,0.4722,0.7176,Commercial,9.603,True,False,0.7357,110
28.579069082027864,77.10547018991033,35.62,0.5122,-0.0947,-0.1877,-1.2816,Low,19114,13.86,209.6,0.4164,0.3604,Water Body,-0.49,False,False,0.3383,-1
28.671237397102736,76.87031847087407,44.79,0.4871,-0.1891,0.0138,0.8893,High,1587,35.0,203.6,0.4216,0.4418,Industrial,-7.394,False,True,0.4301,-1
28.529764058335676,76.86620392703726,40.3,0.5874,-0.1879,-0.1482,-0.1734,Moderate,2338,35.0,205.7,0.3408,0.3366,Commercial,-6.2,False,True,0.3168,-1
28.47708239004076,77.14659542701352,41.33,0.5102,-0.2229,-0.1786,0.0708,Moderate,8486,21.489,208.3,0.3828,0.3754,Commercial,-4.61,False,True,0.372,-1
